"","latitude","longitude","bright_ti4","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_ti5","frp","daynight","type","Year","Month","Quarter"
"1",51.943089,0.907402,303.65,0.42,0.38,2020-01-01,"0221","N","VIIRS","n",1,275.58,0.77,"N",0,2020,1,1
"2",57.28912,-3.531648,328.99,0.53,0.42,2020-01-01,"1211","N","VIIRS","n",1,269.51,4.16,"D",0,2020,1,1
"3",56.099659,-3.29981,323.56,0.51,0.49,2020-01-03,"0142","N","VIIRS","n",1,275.28,2.95,"N",2,2020,1,1
"4",56.100124,-3.308062,295.93,0.51,0.49,2020-01-03,"0142","N","VIIRS","n",1,273.84,2.9,"N",2,2020,1,1
"5",53.565224,-0.600172,329.54,0.57,0.43,2020-01-03,"0142","N","VIIRS","n",1,281.03,6.71,"N",2,2020,1,1
"6",53.569199,-0.599161,300.3,0.57,0.43,2020-01-03,"0142","N","VIIRS","n",1,279.84,2.24,"N",3,2020,1,1
"7",53.649803,-0.256856,301.14,0.55,0.43,2020-01-03,"0142","N","VIIRS","n",1,278.34,0.76,"N",2,2020,1,1
"8",53.568428,-0.590417,298.61,0.57,0.43,2020-01-03,"0142","N","VIIRS","n",1,279.13,1.03,"N",2,2020,1,1
"9",53.632595,-0.244185,301.82,0.55,0.43,2020-01-03,"0142","N","VIIRS","n",1,281.93,1.93,"N",2,2020,1,1
"10",56.09853,-3.303699,339.92,0.52,0.5,2020-01-03,"0322","N","VIIRS","n",1,275.24,5.32,"N",2,2020,1,1
"11",56.099125,-3.306509,337.46,0.52,0.5,2020-01-03,"0322","N","VIIRS","n",1,275.65,4.8,"N",2,2020,1,1
"12",53.565109,-0.599253,329.23,0.39,0.44,2020-01-03,"1312","N","VIIRS","n",1,281.64,2.15,"D",2,2020,1,1
"13",53.569633,-0.594316,337.9,0.39,0.44,2020-01-03,"1312","N","VIIRS","n",1,279.82,4.35,"D",3,2020,1,1
"14",51.575554,-3.775317,303.8,0.46,0.47,2020-01-04,"0305","N","VIIRS","n",1,270.04,0.81,"N",2,2020,1,1
"15",54.468216,-0.977987,328.09,0.42,0.38,2020-01-04,"1254","N","VIIRS","n",1,277.95,4.78,"D",0,2020,1,1
"16",54.31358,-0.879891,329.43,0.42,0.38,2020-01-04,"1254","N","VIIRS","n",1,278.09,2.59,"D",0,2020,1,1
"17",54.310165,-0.878593,326.26,0.42,0.38,2020-01-04,"1254","N","VIIRS","n",1,279.12,2.02,"D",0,2020,1,1
"18",54.378296,-0.736249,327.78,0.42,0.38,2020-01-04,"1254","N","VIIRS","n",1,280.59,5.11,"D",0,2020,1,1
"19",54.377975,-0.734592,336.55,0.42,0.38,2020-01-04,"1254","N","VIIRS","n",1,278.88,2.96,"D",0,2020,1,1
"20",54.363037,-1.920708,328.39,0.4,0.37,2020-01-04,"1254","N","VIIRS","n",1,277.77,3.6,"D",0,2020,1,1
"21",51.56881,-3.772191,299.25,0.47,0.4,2020-01-05,"0246","N","VIIRS","n",1,275.73,2.5,"N",3,2020,1,1
"22",51.562527,-3.760864,298.05,0.47,0.4,2020-01-05,"0246","N","VIIRS","n",1,274.34,1.01,"N",2,2020,1,1
"23",56.007576,-3.674228,306.67,0.47,0.4,2020-01-07,"0207","N","VIIRS","n",1,276.05,0.86,"N",3,2020,1,1
"24",53.632317,-0.244207,303.9,0.39,0.36,2020-01-07,"0207","N","VIIRS","n",1,278.56,1.17,"N",2,2020,1,1
"25",53.633163,-0.250018,296.72,0.39,0.36,2020-01-07,"0207","N","VIIRS","n",1,279.68,1.17,"N",2,2020,1,1
"26",53.566998,-0.598886,308.7,0.39,0.36,2020-01-07,"0208","N","VIIRS","n",1,278.01,1.39,"N",3,2020,1,1
"27",53.563705,-0.600222,297.6,0.39,0.36,2020-01-07,"0208","N","VIIRS","n",1,274.09,0.67,"N",2,2020,1,1
"28",53.566162,-0.59302,333.51,0.39,0.36,2020-01-07,"0208","N","VIIRS","n",1,276.92,3.62,"N",3,2020,1,1
"29",53.567837,-0.604743,305.61,0.39,0.36,2020-01-07,"0208","N","VIIRS","n",1,275.61,1.39,"N",3,2020,1,1
"30",51.561428,-3.763889,297.62,0.43,0.38,2020-01-07,"0208","N","VIIRS","n",1,273.91,1.08,"N",2,2020,1,1
"31",53.586803,-0.615627,303.06,0.39,0.36,2020-01-07,"0208","N","VIIRS","n",1,277.95,1.26,"N",3,2020,1,1
"32",56.096939,-3.302057,315.67,0.42,0.61,2020-01-07,"0347","N","VIIRS","n",1,273.61,1.18,"N",2,2020,1,1
"33",56.096352,-3.300757,321.71,0.44,0.46,2020-01-08,"0148","N","VIIRS","n",1,272.63,1.59,"N",2,2020,1,1
"34",56.096848,-3.307951,309.21,0.44,0.46,2020-01-08,"0148","N","VIIRS","n",1,272.46,3.56,"N",2,2020,1,1
"35",56.100647,-3.299848,305.78,0.44,0.46,2020-01-08,"0148","N","VIIRS","n",1,272.52,1.59,"N",2,2020,1,1
"36",53.56361,-0.593728,303.9,0.5,0.41,2020-01-08,"0149","N","VIIRS","n",1,280.79,1.61,"N",2,2020,1,1
"37",53.568134,-0.60031,313.53,0.5,0.41,2020-01-08,"0149","N","VIIRS","n",1,281.59,4.47,"N",3,2020,1,1
"38",53.567348,-0.592654,338.16,0.5,0.41,2020-01-08,"0149","N","VIIRS","n",1,283.85,4.47,"N",3,2020,1,1
"39",53.634254,-0.242683,302.6,0.49,0.4,2020-01-08,"0149","N","VIIRS","n",1,283.39,2.28,"N",2,2020,1,1
"40",56.097992,-3.308506,316.5,0.59,0.53,2020-01-08,"0328","N","VIIRS","n",1,270.55,2.31,"N",2,2020,1,1
"41",56.099449,-3.300204,323.94,0.59,0.53,2020-01-08,"0328","N","VIIRS","n",1,269.99,1.91,"N",2,2020,1,1
"42",56.095455,-3.299946,300.42,0.59,0.53,2020-01-08,"0328","N","VIIRS","n",1,270.14,2.31,"N",2,2020,1,1
"43",56.09515,-3.304451,308.16,0.59,0.53,2020-01-08,"0328","N","VIIRS","n",1,270.32,1.91,"N",2,2020,1,1
"44",53.565395,-0.593509,367,0.45,0.63,2020-01-08,"0329","N","VIIRS","h",1,280.09,6.94,"N",2,2020,1,1
"45",53.560265,-0.598371,309.35,0.45,0.63,2020-01-08,"0329","N","VIIRS","n",1,276.05,6.94,"N",2,2020,1,1
"46",53.632927,-0.239909,298.58,0.46,0.63,2020-01-08,"0329","N","VIIRS","n",1,280.22,1.44,"N",2,2020,1,1
"47",53.64455,-0.253504,295.43,0.46,0.63,2020-01-08,"0329","N","VIIRS","n",1,280.75,0.56,"N",2,2020,1,1
"48",54.37019,-0.71442,345.89,0.32,0.55,2020-01-08,"1138","N","VIIRS","n",1,277.43,4.33,"D",0,2020,1,1
"49",54.398224,-1.018015,347.84,0.33,0.55,2020-01-08,"1138","N","VIIRS","n",1,277.89,2.75,"D",0,2020,1,1
"50",54.508568,-0.969713,341.29,0.32,0.55,2020-01-08,"1138","N","VIIRS","n",1,278.08,2.3,"D",0,2020,1,1
"51",56.097939,-3.306448,337.07,0.34,0.56,2020-01-08,"1139","N","VIIRS","n",1,276.81,3.51,"D",2,2020,1,1
"52",54.478031,-1.889871,342.92,0.35,0.57,2020-01-08,"1139","N","VIIRS","n",1,277.77,2.45,"D",0,2020,1,1
"53",51.569965,-3.768115,323.27,0.53,0.5,2020-01-09,"0311","N","VIIRS","n",1,282.42,2.12,"N",2,2020,1,1
"54",51.565655,-3.771145,295.37,0.53,0.5,2020-01-09,"0311","N","VIIRS","n",1,281.96,2.12,"N",2,2020,1,1
"55",51.576229,-3.772313,302.06,0.53,0.5,2020-01-09,"0311","N","VIIRS","n",1,282.19,2.18,"N",2,2020,1,1
"56",56.098202,-3.306008,338.32,0.42,0.38,2020-01-09,"1300","N","VIIRS","n",1,276.2,5.2,"D",2,2020,1,1
"57",56.09618,-3.308839,305.01,0.51,0.66,2020-01-10,"0110","N","VIIRS","n",1,270.75,1.4,"N",2,2020,1,1
"58",56.096222,-3.300345,301.86,0.51,0.66,2020-01-10,"0110","N","VIIRS","n",1,270.26,1.4,"N",2,2020,1,1
"59",56.099487,-3.30556,322.89,0.51,0.66,2020-01-10,"0110","N","VIIRS","n",1,270.82,1.96,"N",2,2020,1,1
"60",51.576908,-3.77737,297.68,0.52,0.67,2020-01-10,"0111","N","VIIRS","n",1,276.93,2.81,"N",3,2020,1,1
"61",53.566277,-0.601646,316.72,0.41,0.45,2020-01-10,"0251","N","VIIRS","n",1,275.57,1.93,"N",2,2020,1,1
"62",53.735798,-0.226202,300.06,0.42,0.45,2020-01-10,"0251","N","VIIRS","n",1,275.91,1.12,"N",0,2020,1,1
"63",56.098385,-3.308528,303.35,0.45,0.39,2020-01-10,"0251","N","VIIRS","n",1,271.66,3,"N",2,2020,1,1
"64",53.568714,-0.593229,304.13,0.41,0.45,2020-01-10,"0251","N","VIIRS","n",1,275.82,1.43,"N",3,2020,1,1
"65",56.096966,-3.301665,326.27,0.45,0.39,2020-01-10,"0251","N","VIIRS","n",1,272.33,2.88,"N",2,2020,1,1
"66",51.682213,-5.02844,296.63,0.48,0.4,2020-01-10,"0252","N","VIIRS","n",1,281.02,1.27,"N",2,2020,1,1
"67",51.576004,-3.776574,326.48,0.42,0.38,2020-01-10,"1240","N","VIIRS","n",1,283.66,1.41,"D",2,2020,1,1
"68",51.579361,-3.778207,325.62,0.42,0.38,2020-01-10,"1240","N","VIIRS","n",1,281.7,1.81,"D",2,2020,1,1
"69",56.099205,-3.307658,295.7,0.43,0.38,2020-01-12,"0213","N","VIIRS","n",1,268.19,2.08,"N",2,2020,1,1
"70",56.098366,-3.300851,326.62,0.43,0.38,2020-01-12,"0213","N","VIIRS","n",1,269.59,2.08,"N",2,2020,1,1
"71",56.096546,-3.309519,296.58,0.47,0.64,2020-01-12,"0353","N","VIIRS","n",1,270.66,1.37,"N",2,2020,1,1
"72",56.101498,-3.303393,298.42,0.47,0.64,2020-01-12,"0353","N","VIIRS","n",1,269.32,1.17,"N",2,2020,1,1
"73",56.097622,-3.304892,317.55,0.47,0.64,2020-01-12,"0353","N","VIIRS","n",1,270.68,1.91,"N",2,2020,1,1
"74",53.564552,-0.596042,343.62,0.4,0.44,2020-01-12,"1203","N","VIIRS","n",1,281.57,11.02,"D",3,2020,1,1
"75",56.099812,-3.303576,338.88,0.42,0.45,2020-01-12,"1204","N","VIIRS","n",1,277.35,4.27,"D",2,2020,1,1
"76",56.099854,-3.305042,335.29,0.32,0.55,2020-01-12,"1344","N","VIIRS","n",1,276.18,2.15,"D",2,2020,1,1
"77",56.099472,-3.304362,347.46,0.39,0.44,2020-01-13,"0154","N","VIIRS","n",1,274.59,5.85,"N",2,2020,1,1
"78",53.569164,-0.602537,326.23,0.45,0.39,2020-01-13,"0155","N","VIIRS","n",1,276.78,3.22,"N",3,2020,1,1
"79",54.954304,-1.633614,304.62,0.5,0.41,2020-01-13,"0155","N","VIIRS","n",1,269.88,1.33,"N",0,2020,1,1
"80",54.954376,-1.632176,300.08,0.5,0.41,2020-01-13,"0155","N","VIIRS","n",1,270.25,1.36,"N",0,2020,1,1
"81",53.564835,-0.596886,327.3,0.45,0.39,2020-01-13,"0155","N","VIIRS","n",1,276.84,3.22,"N",3,2020,1,1
"82",51.566795,-3.772912,304.4,0.54,0.42,2020-01-13,"0156","N","VIIRS","n",1,278.2,1.71,"N",2,2020,1,1
"83",51.562172,-3.766081,303.56,0.54,0.42,2020-01-13,"0156","N","VIIRS","n",1,275.95,1.36,"N",3,2020,1,1
"84",51.683094,-5.027522,296.66,0.4,0.44,2020-01-13,"0156","N","VIIRS","n",1,282.24,0.68,"N",2,2020,1,1
"85",51.570675,-3.77195,295.73,0.54,0.42,2020-01-13,"0156","N","VIIRS","n",1,277.11,1.71,"N",2,2020,1,1
"86",51.481583,-3.140281,295.3,0.51,0.41,2020-01-13,"0156","N","VIIRS","n",1,278.4,1.05,"N",3,2020,1,1
"87",53.567486,-0.601475,326.68,0.51,0.66,2020-01-13,"0335","N","VIIRS","n",1,274.89,3.93,"N",2,2020,1,1
"88",53.632423,-0.241479,299.91,0.52,0.67,2020-01-13,"0335","N","VIIRS","n",1,275.59,1.14,"N",2,2020,1,1
"89",53.565075,-0.594853,299.16,0.51,0.66,2020-01-13,"0335","N","VIIRS","n",1,274.12,1.51,"N",2,2020,1,1
"90",53.63422,-0.245585,297.11,0.52,0.67,2020-01-13,"0335","N","VIIRS","n",1,276.85,1.76,"N",2,2020,1,1
"91",54.591866,-1.100671,295.3,0.45,0.63,2020-01-13,"0335","N","VIIRS","n",1,273.91,0.37,"N",2,2020,1,1
"92",51.564411,-3.766252,295.71,0.46,0.64,2020-01-13,"0336","N","VIIRS","n",1,273.97,3.02,"N",3,2020,1,1
"93",51.561161,-3.763767,318.81,0.46,0.64,2020-01-13,"0336","N","VIIRS","n",1,276.96,3.4,"N",3,2020,1,1
"94",51.562344,-3.76013,315.19,0.46,0.64,2020-01-13,"0336","N","VIIRS","n",1,277.08,2.67,"N",2,2020,1,1
"95",51.56641,-3.75918,296.06,0.46,0.64,2020-01-13,"0336","N","VIIRS","n",1,274.88,1.6,"N",2,2020,1,1
"96",52.943058,-3.06259,342.41,0.54,0.51,2020-01-14,"0136","N","VIIRS","n",1,273.34,8.51,"N",0,2020,1,1
"97",52.938362,-3.063298,329.87,0.54,0.51,2020-01-14,"0136","N","VIIRS","n",1,269.32,8.51,"N",0,2020,1,1
"98",56.098907,-3.307416,331.19,0.46,0.47,2020-01-14,"0316","N","VIIRS","n",1,273.98,2.93,"N",2,2020,1,1
"99",53.455795,-1.317395,332.02,0.33,0.55,2020-01-14,"0316","N","VIIRS","n",1,275.14,2.21,"N",2,2020,1,1
"100",51.399017,-3.393445,298.48,0.32,0.55,2020-01-14,"0317","N","VIIRS","n",1,277.23,0.63,"N",2,2020,1,1
"101",51.08363,-2.701243,295.15,0.35,0.57,2020-01-14,"0317","N","VIIRS","n",1,270.73,0.63,"N",0,2020,1,1
"102",56.098495,-3.303147,327.82,0.49,0.4,2020-01-15,"0257","N","VIIRS","n",1,272.89,3.44,"N",2,2020,1,1
"103",56.003239,-3.690608,305.61,0.48,0.4,2020-01-15,"0257","N","VIIRS","n",1,273.98,0.85,"N",2,2020,1,1
"104",52.94067,-3.065041,344.21,0.39,0.44,2020-01-15,"0258","N","VIIRS","n",1,278.23,7.03,"N",0,2020,1,1
"105",52.939678,-3.063862,338.02,0.39,0.44,2020-01-15,"0258","N","VIIRS","n",1,278.14,7.66,"N",0,2020,1,1
"106",52.943481,-3.061297,308.27,0.39,0.44,2020-01-15,"0258","N","VIIRS","n",1,275.82,0.99,"N",0,2020,1,1
"107",53.566921,-0.590576,327.92,0.39,0.37,2020-01-15,"1247","N","VIIRS","n",1,281.2,5.61,"D",2,2020,1,1
"108",52.940498,-3.064899,328.63,0.39,0.36,2020-01-15,"1247","N","VIIRS","n",1,279.51,3.32,"D",0,2020,1,1
"109",56.002728,-3.685316,327.5,0.38,0.36,2020-01-15,"1248","N","VIIRS","n",1,277.94,1.87,"D",2,2020,1,1
"110",56.097363,-3.304052,341.45,0.39,0.36,2020-01-15,"1248","N","VIIRS","n",1,276.87,5.2,"D",2,2020,1,1
"111",56.099495,-3.302207,295.18,0.67,0.74,2020-01-16,"0057","N","VIIRS","n",1,273.08,1.17,"N",2,2020,1,1
"112",56.097076,-3.30517,298.33,0.68,0.74,2020-01-16,"0057","N","VIIRS","n",1,273.05,1.67,"N",2,2020,1,1
"113",53.399647,-1.391793,308.06,0.57,0.69,2020-01-16,"0058","N","VIIRS","n",1,274.46,1.83,"N",2,2020,1,1
"114",53.566677,-0.606322,297.56,0.53,0.67,2020-01-16,"0058","N","VIIRS","n",1,274.33,1.87,"N",2,2020,1,1
"115",53.400299,-1.393257,301.33,0.57,0.69,2020-01-16,"0058","N","VIIRS","n",1,274.62,1.58,"N",2,2020,1,1
"116",53.566711,-0.597869,305.19,0.53,0.67,2020-01-16,"0058","N","VIIRS","n",1,276.17,1.54,"N",2,2020,1,1
"117",56.098606,-3.30552,341.46,0.39,0.36,2020-01-16,"0238","N","VIIRS","n",1,265.81,4.91,"N",2,2020,1,1
"118",54.9534,-1.634747,305.11,0.43,0.38,2020-01-16,"0238","N","VIIRS","n",1,274.71,0.95,"N",0,2020,1,1
"119",53.568958,-0.60122,323.52,0.48,0.4,2020-01-16,"0239","N","VIIRS","n",1,277.07,3.25,"N",3,2020,1,1
"120",53.634186,-0.24284,306.91,0.49,0.41,2020-01-16,"0239","N","VIIRS","n",1,280.25,2.56,"N",2,2020,1,1
"121",53.563961,-0.596387,305.4,0.48,0.4,2020-01-16,"0239","N","VIIRS","n",1,275.03,1.11,"N",2,2020,1,1
"122",53.457794,-1.313483,300.17,0.46,0.39,2020-01-16,"0239","N","VIIRS","n",1,276.01,1.45,"N",2,2020,1,1
"123",53.570698,-0.601641,310.23,0.48,0.4,2020-01-16,"0239","N","VIIRS","n",1,275.39,1.7,"N",3,2020,1,1
"124",56.098217,-3.306602,310.41,0.73,0.76,2020-01-16,"0418","N","VIIRS","n",1,270.58,2.06,"N",2,2020,1,1
"125",56.101574,-3.305943,299.96,0.73,0.76,2020-01-16,"0418","N","VIIRS","n",1,270.22,1.82,"N",2,2020,1,1
"126",56.098934,-3.303608,333.84,0.4,0.37,2020-01-17,"0219","N","VIIRS","n",1,276.36,4.7,"N",2,2020,1,1
"127",56.100903,-3.303042,310.97,0.53,0.67,2020-01-17,"0359","N","VIIRS","n",1,272.66,1.64,"N",2,2020,1,1
"128",56.09819,-3.302541,330.07,0.52,0.41,2020-01-18,"0200","N","VIIRS","n",1,273.6,4.94,"N",2,2020,1,1
"129",53.567127,-0.590483,313.3,0.41,0.37,2020-01-18,"0201","N","VIIRS","n",1,270.02,2.27,"N",2,2020,1,1
"130",53.634624,-0.247474,295.91,0.41,0.37,2020-01-18,"0201","N","VIIRS","n",1,279.43,1.1,"N",2,2020,1,1
"131",53.564537,-0.59799,330.01,0.41,0.37,2020-01-18,"0201","N","VIIRS","n",1,271.5,2.27,"N",2,2020,1,1
"132",53.588112,-0.615417,299.61,0.41,0.37,2020-01-18,"0201","N","VIIRS","n",1,276.59,0.94,"N",3,2020,1,1
"133",53.567932,-0.596745,317.76,0.41,0.37,2020-01-18,"0201","N","VIIRS","n",1,274.75,2.27,"N",2,2020,1,1
"134",53.633823,-0.241351,310.14,0.41,0.37,2020-01-18,"0201","N","VIIRS","n",1,278.74,1.27,"N",2,2020,1,1
"135",51.557732,-3.763571,295.07,0.48,0.4,2020-01-18,"0202","N","VIIRS","n",1,274.9,0.76,"N",2,2020,1,1
"136",50.831379,-1.365106,297.18,0.41,0.37,2020-01-18,"0202","N","VIIRS","n",1,279.5,1.27,"N",2,2020,1,1
"137",50.8307,-1.364497,299.15,0.41,0.37,2020-01-18,"0202","N","VIIRS","n",1,279.97,0.93,"N",2,2020,1,1
"138",51.55994,-3.763444,303.47,0.48,0.4,2020-01-18,"0202","N","VIIRS","n",1,275.99,1.89,"N",3,2020,1,1
"139",51.564335,-3.769294,309.41,0.48,0.4,2020-01-18,"0202","N","VIIRS","n",1,277.11,1.7,"N",2,2020,1,1
"140",52.192417,-2.81723,316.67,0.45,0.39,2020-01-18,"0202","N","VIIRS","n",1,273.16,1.41,"N",0,2020,1,1
"141",51.47868,-3.13497,305.14,0.45,0.39,2020-01-18,"0202","N","VIIRS","n",1,276.13,0.98,"N",3,2020,1,1
"142",50.722012,-3.105196,302.28,0.45,0.39,2020-01-18,"0202","N","VIIRS","n",1,273.48,0.4,"N",0,2020,1,1
"143",50.720726,-3.106394,318.34,0.45,0.39,2020-01-18,"0202","N","VIIRS","n",1,274.78,2.44,"N",0,2020,1,1
"144",51.39769,-3.396931,296.85,0.46,0.39,2020-01-18,"0202","N","VIIRS","n",1,273.85,0.99,"N",2,2020,1,1
"145",51.567989,-3.76825,320.31,0.48,0.4,2020-01-18,"0202","N","VIIRS","n",1,277.69,1.7,"N",2,2020,1,1
"146",51.479481,-3.134887,310.89,0.45,0.39,2020-01-18,"0202","N","VIIRS","n",1,276.09,1.31,"N",3,2020,1,1
"147",51.576038,-3.77306,306.63,0.48,0.4,2020-01-18,"0202","N","VIIRS","n",1,277.65,2.02,"N",2,2020,1,1
"148",56.095535,-3.308044,295.33,0.37,0.58,2020-01-18,"0341","N","VIIRS","n",1,271.52,2.16,"N",2,2020,1,1
"149",53.631332,-0.245451,297.65,0.58,0.7,2020-01-18,"0341","N","VIIRS","n",1,275.1,1.25,"N",2,2020,1,1
"150",56.100166,-3.302895,346.15,0.37,0.58,2020-01-18,"0341","N","VIIRS","n",1,273.27,2.16,"N",2,2020,1,1
"151",56.097145,-3.302167,318.44,0.37,0.58,2020-01-18,"0341","N","VIIRS","n",1,271.74,2.05,"N",2,2020,1,1
"152",56.098904,-3.307497,324.03,0.37,0.58,2020-01-18,"0341","N","VIIRS","n",1,272.24,2.05,"N",2,2020,1,1
"153",53.570217,-0.597358,300.16,0.57,0.69,2020-01-18,"0341","N","VIIRS","n",1,273.52,1.17,"N",3,2020,1,1
"154",53.632648,-0.248483,297.07,0.58,0.7,2020-01-18,"0341","N","VIIRS","n",1,276.67,1.2,"N",2,2020,1,1
"155",51.566792,-3.769082,300.73,0.53,0.67,2020-01-18,"0342","N","VIIRS","n",1,275.42,1.65,"N",2,2020,1,1
"156",51.572052,-3.767369,302.24,0.53,0.67,2020-01-18,"0342","N","VIIRS","n",1,272.92,1.09,"N",2,2020,1,1
"157",52.193073,-2.815424,295.44,0.54,0.68,2020-01-18,"0342","N","VIIRS","n",1,271.1,1.82,"N",0,2020,1,1
"158",56.096973,-3.300181,325.64,0.53,0.5,2020-01-18,"1151","N","VIIRS","n",1,274.78,3.17,"D",2,2020,1,1
"159",56.099091,-3.302499,339.54,0.53,0.5,2020-01-18,"1151","N","VIIRS","n",1,275.48,5.73,"D",2,2020,1,1
"160",53.568085,-0.591675,340.05,0.52,0.5,2020-01-18,"1151","N","VIIRS","n",1,279.74,7.7,"D",2,2020,1,1
"161",53.399906,-1.386971,331.39,0.56,0.52,2020-01-18,"1151","N","VIIRS","n",1,277.06,4.97,"D",2,2020,1,1
"162",57.534809,-1.941065,328.08,0.43,0.46,2020-01-18,"1152","N","VIIRS","n",1,274.98,1.88,"D",0,2020,1,1
"163",56.098217,-3.305847,341.4,0.49,0.49,2020-01-18,"1332","N","VIIRS","n",1,275.78,5.92,"D",2,2020,1,1
"164",53.397884,-1.385036,337.25,0.4,0.44,2020-01-19,"0142","N","VIIRS","n",1,272.4,7.2,"N",2,2020,1,1
"165",53.570053,-0.599854,316.73,0.57,0.43,2020-01-19,"0142","N","VIIRS","n",1,274.18,4.14,"N",3,2020,1,1
"166",53.565308,-0.592092,299.91,0.57,0.43,2020-01-19,"0142","N","VIIRS","n",1,273.17,4.14,"N",3,2020,1,1
"167",56.098167,-3.299499,305.99,0.51,0.49,2020-01-19,"0142","N","VIIRS","n",1,271.74,2.6,"N",2,2020,1,1
"168",53.633076,-0.246009,306.42,0.55,0.43,2020-01-19,"0142","N","VIIRS","n",1,278.72,2.12,"N",2,2020,1,1
"169",53.566074,-0.60086,327.07,0.57,0.43,2020-01-19,"0142","N","VIIRS","n",1,274.95,4.14,"N",3,2020,1,1
"170",56.098633,-3.307798,324.82,0.51,0.49,2020-01-19,"0142","N","VIIRS","n",1,272.37,2.6,"N",2,2020,1,1
"171",53.56929,-0.591098,329.77,0.57,0.43,2020-01-19,"0142","N","VIIRS","n",1,274.68,4.14,"N",3,2020,1,1
"172",51.57172,-3.763959,303.2,0.48,0.48,2020-01-19,"0143","N","VIIRS","n",1,274.1,0.88,"N",2,2020,1,1
"173",51.562813,-3.765623,308.21,0.48,0.48,2020-01-19,"0143","N","VIIRS","n",1,274.99,1.56,"N",2,2020,1,1
"174",51.560822,-3.764651,302.58,0.48,0.48,2020-01-19,"0143","N","VIIRS","n",1,273.98,1.91,"N",3,2020,1,1
"175",51.567268,-3.764814,299.2,0.48,0.48,2020-01-19,"0143","N","VIIRS","n",1,275.79,1.56,"N",2,2020,1,1
"176",51.56773,-3.771828,330.06,0.48,0.48,2020-01-19,"0143","N","VIIRS","n",1,278.16,2.23,"N",3,2020,1,1
"177",51.577106,-3.777225,298.21,0.48,0.48,2020-01-19,"0143","N","VIIRS","n",1,277.01,2.2,"N",2,2020,1,1
"178",53.570724,-0.596166,300.18,0.39,0.6,2020-01-19,"0322","N","VIIRS","n",1,272.11,1.01,"N",3,2020,1,1
"179",56.100456,-3.302809,328.28,0.52,0.5,2020-01-19,"0322","N","VIIRS","n",1,271.25,3.67,"N",2,2020,1,1
"180",56.100731,-3.306184,335.26,0.52,0.5,2020-01-19,"0322","N","VIIRS","n",1,272.01,5.1,"N",2,2020,1,1
"181",53.631474,-0.241627,299.07,0.4,0.6,2020-01-19,"0322","N","VIIRS","n",1,273.99,1.24,"N",2,2020,1,1
"182",53.564129,-0.59544,303.56,0.39,0.6,2020-01-19,"0322","N","VIIRS","n",1,272.64,1.37,"N",2,2020,1,1
"183",53.569038,-0.590998,310.67,0.39,0.6,2020-01-19,"0322","N","VIIRS","n",1,273.22,1.01,"N",3,2020,1,1
"184",51.395878,-3.393849,302.44,0.37,0.58,2020-01-19,"0323","N","VIIRS","n",1,271.61,0.74,"N",2,2020,1,1
"185",51.57304,-3.765732,302.77,0.35,0.57,2020-01-19,"0323","N","VIIRS","n",1,273.98,0.88,"N",2,2020,1,1
"186",51.56683,-3.764764,303.72,0.35,0.57,2020-01-19,"0323","N","VIIRS","n",1,275.48,1.69,"N",3,2020,1,1
"187",51.568268,-3.769485,299.48,0.35,0.57,2020-01-19,"0323","N","VIIRS","n",1,275.61,1.69,"N",3,2020,1,1
"188",51.560623,-3.763819,306.62,0.35,0.57,2020-01-19,"0323","N","VIIRS","n",1,273.42,1.46,"N",2,2020,1,1
"189",51.398067,-3.391989,299.85,0.37,0.58,2020-01-19,"0323","N","VIIRS","n",1,271.83,0.53,"N",2,2020,1,1
"190",53.570183,-0.594119,326.08,0.39,0.59,2020-01-19,"1132","N","VIIRS","n",1,276.05,4.55,"D",3,2020,1,1
"191",53.565712,-0.592852,331.37,0.39,0.59,2020-01-19,"1132","N","VIIRS","n",1,277.4,3.37,"D",2,2020,1,1
"192",56.099358,-3.304003,330.35,0.54,0.42,2020-01-20,"0303","N","VIIRS","n",1,272.64,4.94,"N",2,2020,1,1
"193",51.564037,-3.766152,315.69,0.46,0.47,2020-01-20,"0304","N","VIIRS","n",1,274.68,2.76,"N",2,2020,1,1
"194",57.084469,-3.190511,341.2,0.49,0.65,2020-01-20,"1114","N","VIIRS","n",1,277.57,12.22,"D",0,2020,1,1
"195",57.082024,-3.196846,346.79,0.49,0.65,2020-01-20,"1114","N","VIIRS","n",1,278.36,9.43,"D",0,2020,1,1
"196",54.376461,-1.964132,333.76,0.4,0.37,2020-01-20,"1253","N","VIIRS","n",1,278.22,6.83,"D",0,2020,1,1
"197",54.410839,-0.60506,325.25,0.43,0.38,2020-01-20,"1253","N","VIIRS","n",1,277.38,2.07,"D",0,2020,1,1
"198",53.482681,-1.667241,326.1,0.4,0.37,2020-01-20,"1253","N","VIIRS","n",1,277.19,2.34,"D",0,2020,1,1
"199",54.498535,-0.949677,337.36,0.42,0.38,2020-01-20,"1253","N","VIIRS","n",1,279.41,6.12,"D",0,2020,1,1
"200",53.58593,-0.619535,327.3,0.42,0.38,2020-01-20,"1253","N","VIIRS","n",1,279.92,4.22,"D",3,2020,1,1
"201",53.567745,-0.593525,332.06,0.42,0.38,2020-01-20,"1253","N","VIIRS","n",1,280.61,7.09,"D",3,2020,1,1
